filename,start_points,connection_points,branch_points
10__M_Left_thumb_finger.png,16,149,35
10__M_Left_thumb_finger.png,7,125,55
10__M_Left_thumb_finger.png,3,69,79
10__M_Left_thumb_finger.png,248,88,1
10__M_Left_thumb_finger.png,78,165,20
10__M_Left_thumb_finger.png,14,192,21
10__M_Left_thumb_finger.png,7,126,71
10__M_Left_thumb_finger.png,5,113,81
11__M_Left_index_finger.png,210,75,31
11__M_Left_index_finger.png,68,89,79
11__M_Left_index_finger.png,12,50,98
11__M_Left_index_finger.png,0,59,90
11__M_Left_index_finger.png,25,108,60
11__M_Left_index_finger.png,54,112,78
11__M_Left_index_finger.png,1,32,112
11__M_Left_index_finger.png,0,23,89
11__M_Left_index_finger.png,1,40,88
11__M_Left_index_finger.png,0,41,97
11__M_Left_index_finger.png,72,86,74
11__M_Left_index_finger.png,4,36,99
11__M_Left_index_finger.png,3,22,94
11__M_Left_index_finger.png,8,34,52
11__M_Left_index_finger.png,9,28,62
11__M_Left_index_finger.png,126,93,51
11__M_Left_index_finger.png,3,40,93
11__M_Left_index_finger.png,3,39,61
11__M_Left_index_finger.png,3,36,65
11__M_Left_index_finger.png,2,61,76
11__M_Left_index_finger.png,270,70,1
11__M_Left_index_finger.png,222,86,10
11__M_Left_index_finger.png,117,76,44
11__M_Left_index_finger.png,71,101,52
11__M_Left_index_finger.png,109,92,42
11__M_Left_little_finger.png,272,70,0
11__M_Left_little_finger.png,111,93,76
11__M_Left_little_finger.png,3,24,117
11__M_Left_little_finger.png,1,39,114
11__M_Left_little_finger.png,53,92,70
11__M_Left_little_finger.png,252,78,7
11__M_Left_little_finger.png,21,115,87
11__M_Left_little_finger.png,0,34,101
11__M_Left_little_finger.png,1,39,74
11__M_Left_little_finger.png,1,42,89
11__M_Left_little_finger.png,217,90,21
11__M_Left_little_finger.png,0,65,141
11__M_Left_little_finger.png,0,29,103
11__M_Left_little_finger.png,1,43,78
11__M_Left_little_finger.png,2,35,90
11__M_Left_little_finger.png,272,70,0
11__M_Left_little_finger.png,162,81,49
11__M_Left_little_finger.png,74,80,62
11__M_Left_little_finger.png,82,81,52
11__M_Left_little_finger.png,141,74,38
11__M_Left_little_finger.png,272,70,0
11__M_Left_little_finger.png,272,70,0
11__M_Left_little_finger.png,272,70,0
11__M_Left_little_finger.png,272,70,0
11__M_Left_little_finger.png,272,70,0
11__M_Left_middle_finger.png,269,72,0
11__M_Left_middle_finger.png,47,69,55
11__M_Left_middle_finger.png,8,26,37
11__M_Left_middle_finger.png,2,46,80
11__M_Left_middle_finger.png,0,70,80
11__M_Left_middle_finger.png,212,83,22
11__M_Left_middle_finger.png,6,30,62
11__M_Left_middle_finger.png,12,20,28
11__M_Left_middle_finger.png,5,17,48
11__M_Left_middle_finger.png,0,56,80
11__M_Left_middle_finger.png,235,73,16
11__M_Left_middle_finger.png,1,55,90
11__M_Left_middle_finger.png,5,26,36
11__M_Left_middle_finger.png,12,18,6
11__M_Left_middle_finger.png,0,35,58
11__M_Left_middle_finger.png,272,70,0
11__M_Left_middle_finger.png,82,79,73
11__M_Left_middle_finger.png,10,18,29
11__M_Left_middle_finger.png,7,18,22
11__M_Left_middle_finger.png,3,42,64
11__M_Left_middle_finger.png,272,70,0
11__M_Left_middle_finger.png,272,70,0
11__M_Left_middle_finger.png,246,76,1
11__M_Left_middle_finger.png,225,70,3
11__M_Left_middle_finger.png,259,74,1
11__M_Left_ring_finger.png,272,70,0
11__M_Left_ring_finger.png,126,91,64
11__M_Left_ring_finger.png,0,34,117
11__M_Left_ring_finger.png,0,50,99
11__M_Left_ring_finger.png,1,35,108
11__M_Left_ring_finger.png,264,72,2
11__M_Left_ring_finger.png,41,97,81
11__M_Left_ring_finger.png,7,38,53
11__M_Left_ring_finger.png,1,31,85
11__M_Left_ring_finger.png,1,28,102
11__M_Left_ring_finger.png,241,81,10
11__M_Left_ring_finger.png,22,86,100
11__M_Left_ring_finger.png,0,29,92
11__M_Left_ring_finger.png,1,45,82
11__M_Left_ring_finger.png,0,32,100
11__M_Left_ring_finger.png,272,70,0
11__M_Left_ring_finger.png,75,90,78
11__M_Left_ring_finger.png,1,39,95
11__M_Left_ring_finger.png,0,45,94
11__M_Left_ring_finger.png,1,98,59
11__M_Left_ring_finger.png,272,70,0
11__M_Left_ring_finger.png,267,70,0
11__M_Left_ring_finger.png,195,80,19
11__M_Left_ring_finger.png,199,78,20
11__M_Left_ring_finger.png,262,70,1
11__M_Left_thumb_finger.png,272,70,0
11__M_Left_thumb_finger.png,214,104,7
11__M_Left_thumb_finger.png,117,129,29
11__M_Left_thumb_finger.png,37,120,77
11__M_Left_thumb_finger.png,3,128,71
11__M_Left_thumb_finger.png,204,96,24
11__M_Left_thumb_finger.png,15,168,60
11__M_Left_thumb_finger.png,10,84,128
11__M_Left_thumb_finger.png,1,37,128
11__M_Left_thumb_finger.png,1,46,92
11__M_Left_thumb_finger.png,151,122,41
11__M_Left_thumb_finger.png,6,115,117
11__M_Left_thumb_finger.png,0,50,139
11__M_Left_thumb_finger.png,7,29,67
11__M_Left_thumb_finger.png,6,26,32
11__M_Left_thumb_finger.png,167,107,41
11__M_Left_thumb_finger.png,9,99,116
11__M_Left_thumb_finger.png,3,66,103
11__M_Left_thumb_finger.png,5,35,83
11__M_Left_thumb_finger.png,2,29,41
11__M_Left_thumb_finger.png,272,70,0
11__M_Left_thumb_finger.png,77,149,37
11__M_Left_thumb_finger.png,1,69,108
11__M_Left_thumb_finger.png,2,34,78
11__M_Left_thumb_finger.png,6,34,36
12__M_Left_index_finger.png,272,70,0
12__M_Left_index_finger.png,128,90,46
12__M_Left_index_finger.png,42,63,53
12__M_Left_index_finger.png,3,49,58
12__M_Left_index_finger.png,12,26,30
12__M_Left_index_finger.png,227,75,21
12__M_Left_index_finger.png,1,43,111
12__M_Left_index_finger.png,3,29,62
12__M_Left_index_finger.png,4,26,56
12__M_Left_index_finger.png,11,8,0
12__M_Left_index_finger.png,235,80,13
12__M_Left_index_finger.png,2,81,96
12__M_Left_index_finger.png,6,50,64
12__M_Left_index_finger.png,10,26,41
12__M_Left_index_finger.png,10,10,3
12__M_Left_index_finger.png,272,70,0
12__M_Left_index_finger.png,151,87,44
12__M_Left_index_finger.png,20,74,99
12__M_Left_index_finger.png,2,41,91
12__M_Left_index_finger.png,12,41,35
12__M_Left_index_finger.png,272,70,0
12__M_Left_index_finger.png,272,70,0
12__M_Left_index_finger.png,272,70,0
12__M_Left_index_finger.png,269,72,0
12__M_Left_index_finger.png,268,72,0
12__M_Left_little_finger.png,272,70,0
12__M_Left_little_finger.png,120,82,83
12__M_Left_little_finger.png,0,15,151
12__M_Left_little_finger.png,7,46,60
12__M_Left_little_finger.png,2,32,79
12__M_Left_little_finger.png,218,96,12
12__M_Left_little_finger.png,2,59,139
12__M_Left_little_finger.png,2,29,115
12__M_Left_little_finger.png,10,37,20
12__M_Left_little_finger.png,10,43,50
12__M_Left_little_finger.png,242,84,8
12__M_Left_little_finger.png,0,40,155
12__M_Left_little_finger.png,2,28,100
12__M_Left_little_finger.png,3,42,68
12__M_Left_little_finger.png,7,29,47
12__M_Left_little_finger.png,272,70,0
12__M_Left_little_finger.png,193,74,36
12__M_Left_little_finger.png,77,66,85
12__M_Left_little_finger.png,44,58,87
12__M_Left_little_finger.png,72,92,40
12__M_Left_little_finger.png,272,70,0
12__M_Left_little_finger.png,272,70,0
12__M_Left_little_finger.png,272,70,0
12__M_Left_little_finger.png,272,70,0
12__M_Left_little_finger.png,272,70,0
12__M_Left_middle_finger.png,269,72,0
12__M_Left_middle_finger.png,126,90,46
12__M_Left_middle_finger.png,49,70,37
12__M_Left_middle_finger.png,20,66,37
12__M_Left_middle_finger.png,14,75,24
12__M_Left_middle_finger.png,123,82,70
12__M_Left_middle_finger.png,1,41,108
12__M_Left_middle_finger.png,10,30,28
12__M_Left_middle_finger.png,10,22,9
12__M_Left_middle_finger.png,7,4,2
12__M_Left_middle_finger.png,88,102,67
12__M_Left_middle_finger.png,2,73,78
12__M_Left_middle_finger.png,5,34,30
12__M_Left_middle_finger.png,7,14,4
12__M_Left_middle_finger.png,4,0,0
12__M_Left_middle_finger.png,181,97,27
12__M_Left_middle_finger.png,1,45,124
12__M_Left_middle_finger.png,9,34,41
12__M_Left_middle_finger.png,11,14,9
12__M_Left_middle_finger.png,11,18,4
12__M_Left_middle_finger.png,272,70,0
12__M_Left_middle_finger.png,155,79,41
12__M_Left_middle_finger.png,67,60,74
12__M_Left_middle_finger.png,44,72,41
12__M_Left_middle_finger.png,49,83,33
12__M_Left_ring_finger.png,272,70,0
12__M_Left_ring_finger.png,237,73,14
12__M_Left_ring_finger.png,136,71,45
12__M_Left_ring_finger.png,104,63,60
12__M_Left_ring_finger.png,153,73,41
12__M_Left_ring_finger.png,272,70,0
12__M_Left_ring_finger.png,32,57,96
12__M_Left_ring_finger.png,15,32,29
12__M_Left_ring_finger.png,18,28,31
12__M_Left_ring_finger.png,6,34,43
12__M_Left_ring_finger.png,239,78,12
12__M_Left_ring_finger.png,2,39,94
12__M_Left_ring_finger.png,14,26,26
12__M_Left_ring_finger.png,14,24,22
12__M_Left_ring_finger.png,10,41,28
12__M_Left_ring_finger.png,251,74,7
12__M_Left_ring_finger.png,4,29,104
12__M_Left_ring_finger.png,8,32,35
12__M_Left_ring_finger.png,5,42,30
12__M_Left_ring_finger.png,9,33,72
12__M_Left_ring_finger.png,272,70,0
12__M_Left_ring_finger.png,113,71,58
12__M_Left_ring_finger.png,4,40,75
12__M_Left_ring_finger.png,23,78,60
12__M_Left_ring_finger.png,134,91,43
12__M_Left_thumb_finger.png,272,70,0
12__M_Left_thumb_finger.png,234,88,4
12__M_Left_thumb_finger.png,101,106,42
12__M_Left_thumb_finger.png,36,128,53
12__M_Left_thumb_finger.png,2,50,115
12__M_Left_thumb_finger.png,259,72,6
12__M_Left_thumb_finger.png,13,118,78
12__M_Left_thumb_finger.png,0,70,96
12__M_Left_thumb_finger.png,2,31,102
12__M_Left_thumb_finger.png,4,39,63
12__M_Left_thumb_finger.png,174,86,38
12__M_Left_thumb_finger.png,0,59,113
12__M_Left_thumb_finger.png,0,36,100
12__M_Left_thumb_finger.png,2,31,80
12__M_Left_thumb_finger.png,6,22,25
12__M_Left_thumb_finger.png,197,81,23
12__M_Left_thumb_finger.png,0,56,107
12__M_Left_thumb_finger.png,1,46,88
12__M_Left_thumb_finger.png,2,50,57
12__M_Left_thumb_finger.png,8,25,28
12__M_Left_thumb_finger.png,262,70,3
12__M_Left_thumb_finger.png,25,80,79
12__M_Left_thumb_finger.png,0,57,80
12__M_Left_thumb_finger.png,2,58,74
12__M_Left_thumb_finger.png,35,83,56
17__M_Left_index_finger.png,272,70,0
17__M_Left_index_finger.png,208,90,18
17__M_Left_index_finger.png,9,94,61
17__M_Left_index_finger.png,3,51,35
17__M_Left_index_finger.png,36,61,13
17__M_Left_index_finger.png,272,70,0
17__M_Left_index_finger.png,71,123,35
17__M_Left_index_finger.png,1,46,59
17__M_Left_index_finger.png,7,29,16
17__M_Left_index_finger.png,8,10,5
17__M_Left_index_finger.png,272,70,0
17__M_Left_index_finger.png,25,161,38
17__M_Left_index_finger.png,4,26,56
17__M_Left_index_finger.png,3,26,56
17__M_Left_index_finger.png,7,16,14
17__M_Left_index_finger.png,272,70,0
17__M_Left_index_finger.png,70,126,48
17__M_Left_index_finger.png,1,29,89
17__M_Left_index_finger.png,2,33,68
17__M_Left_index_finger.png,5,47,45
17__M_Left_index_finger.png,272,70,0
17__M_Left_index_finger.png,250,74,10
17__M_Left_index_finger.png,200,82,19
17__M_Left_index_finger.png,197,76,27
17__M_Left_index_finger.png,238,84,4
17__M_Left_little_finger.png,272,70,0
17__M_Left_little_finger.png,272,70,0
17__M_Left_little_finger.png,128,81,34
17__M_Left_little_finger.png,67,73,47
17__M_Left_little_finger.png,34,56,14
17__M_Left_little_finger.png,272,70,0
17__M_Left_little_finger.png,125,69,32
17__M_Left_little_finger.png,10,30,22
17__M_Left_little_finger.png,9,25,35
17__M_Left_little_finger.png,12,6,4
17__M_Left_little_finger.png,272,70,0
17__M_Left_little_finger.png,89,72,41
17__M_Left_little_finger.png,2,34,68
17__M_Left_little_finger.png,9,18,15
17__M_Left_little_finger.png,8,16,7
17__M_Left_little_finger.png,272,70,0
17__M_Left_little_finger.png,132,65,24
17__M_Left_little_finger.png,6,26,34
17__M_Left_little_finger.png,1,23,48
17__M_Left_little_finger.png,11,8,8
17__M_Left_little_finger.png,272,70,0
17__M_Left_little_finger.png,264,70,3
17__M_Left_little_finger.png,119,73,19
17__M_Left_little_finger.png,79,70,18
17__M_Left_little_finger.png,117,66,13
17__M_Left_middle_finger.png,272,70,0
17__M_Left_middle_finger.png,201,87,23
17__M_Left_middle_finger.png,57,92,50
17__M_Left_middle_finger.png,65,67,23
17__M_Left_middle_finger.png,162,79,13
17__M_Left_middle_finger.png,272,70,0
17__M_Left_middle_finger.png,80,91,66
17__M_Left_middle_finger.png,3,32,66
17__M_Left_middle_finger.png,10,22,15
17__M_Left_middle_finger.png,11,10,3
17__M_Left_middle_finger.png,272,70,0
17__M_Left_middle_finger.png,26,87,46
17__M_Left_middle_finger.png,2,51,48
17__M_Left_middle_finger.png,7,24,36
17__M_Left_middle_finger.png,5,19,38
17__M_Left_middle_finger.png,272,70,0
17__M_Left_middle_finger.png,52,87,67
17__M_Left_middle_finger.png,4,20,52
17__M_Left_middle_finger.png,13,14,10
17__M_Left_middle_finger.png,8,34,17
17__M_Left_middle_finger.png,272,70,0
17__M_Left_middle_finger.png,177,84,24
17__M_Left_middle_finger.png,38,68,36
17__M_Left_middle_finger.png,61,68,45
17__M_Left_middle_finger.png,159,72,16
17__M_Left_ring_finger.png,272,70,0
17__M_Left_ring_finger.png,272,70,0
17__M_Left_ring_finger.png,91,84,23
17__M_Left_ring_finger.png,3,38,54
17__M_Left_ring_finger.png,10,22,14
17__M_Left_ring_finger.png,272,70,0
17__M_Left_ring_finger.png,226,76,7
17__M_Left_ring_finger.png,9,27,20
17__M_Left_ring_finger.png,6,13,13
17__M_Left_ring_finger.png,1,2,0
17__M_Left_ring_finger.png,272,70,0
17__M_Left_ring_finger.png,182,72,10
17__M_Left_ring_finger.png,10,22,10
17__M_Left_ring_finger.png,4,6,7
17__M_Left_ring_finger.png,7,6,5
17__M_Left_ring_finger.png,272,70,0
17__M_Left_ring_finger.png,245,74,1
17__M_Left_ring_finger.png,3,36,27
17__M_Left_ring_finger.png,8,10,29
17__M_Left_ring_finger.png,5,14,4
17__M_Left_ring_finger.png,272,70,0
17__M_Left_ring_finger.png,272,70,0
17__M_Left_ring_finger.png,149,77,29
17__M_Left_ring_finger.png,8,58,23
17__M_Left_ring_finger.png,24,68,41
17__M_Left_thumb_finger.png,272,70,0
17__M_Left_thumb_finger.png,229,82,10
17__M_Left_thumb_finger.png,50,150,31
17__M_Left_thumb_finger.png,9,130,47
17__M_Left_thumb_finger.png,26,165,48
17__M_Left_thumb_finger.png,272,70,0
17__M_Left_thumb_finger.png,134,118,27
17__M_Left_thumb_finger.png,1,88,91
17__M_Left_thumb_finger.png,5,56,74
17__M_Left_thumb_finger.png,0,84,64
17__M_Left_thumb_finger.png,272,70,0
17__M_Left_thumb_finger.png,105,118,47
17__M_Left_thumb_finger.png,0,53,102
17__M_Left_thumb_finger.png,2,72,71
17__M_Left_thumb_finger.png,1,73,71
17__M_Left_thumb_finger.png,272,70,0
17__M_Left_thumb_finger.png,127,83,58
17__M_Left_thumb_finger.png,2,73,96
17__M_Left_thumb_finger.png,0,67,63
17__M_Left_thumb_finger.png,0,44,61
17__M_Left_thumb_finger.png,272,70,0
17__M_Left_thumb_finger.png,207,77,23
17__M_Left_thumb_finger.png,9,133,50
17__M_Left_thumb_finger.png,2,64,60
17__M_Left_thumb_finger.png,2,62,66
1__M_Left_index_finger.png,272,70,0
1__M_Left_index_finger.png,181,80,31
1__M_Left_index_finger.png,53,62,67
1__M_Left_index_finger.png,59,68,24
1__M_Left_index_finger.png,126,66,8
1__M_Left_index_finger.png,272,70,0
1__M_Left_index_finger.png,32,63,96
1__M_Left_index_finger.png,2,22,56
1__M_Left_index_finger.png,4,28,34
1__M_Left_index_finger.png,4,16,28
1__M_Left_index_finger.png,229,98,1
1__M_Left_index_finger.png,2,43,79
1__M_Left_index_finger.png,6,27,67
1__M_Left_index_finger.png,3,46,50
1__M_Left_index_finger.png,5,39,41
1__M_Left_index_finger.png,256,82,0
1__M_Left_index_finger.png,23,67,72
1__M_Left_index_finger.png,11,22,41
1__M_Left_index_finger.png,12,18,21
1__M_Left_index_finger.png,8,18,16
1__M_Left_index_finger.png,272,70,0
1__M_Left_index_finger.png,184,79,27
1__M_Left_index_finger.png,50,73,47
1__M_Left_index_finger.png,21,59,39
1__M_Left_index_finger.png,50,76,31
1__M_Left_little_finger.png,272,70,0
1__M_Left_little_finger.png,228,70,19
1__M_Left_little_finger.png,105,68,51
1__M_Left_little_finger.png,45,69,38
1__M_Left_little_finger.png,90,73,34
1__M_Left_little_finger.png,272,70,0
1__M_Left_little_finger.png,36,64,107
1__M_Left_little_finger.png,10,35,47
1__M_Left_little_finger.png,10,26,11
1__M_Left_little_finger.png,13,12,4
1__M_Left_little_finger.png,272,70,0
1__M_Left_little_finger.png,37,93,82
1__M_Left_little_finger.png,5,31,65
1__M_Left_little_finger.png,9,22,10
1__M_Left_little_finger.png,6,12,3
1__M_Left_little_finger.png,272,70,0
1__M_Left_little_finger.png,107,89,64
1__M_Left_little_finger.png,0,22,101
1__M_Left_little_finger.png,3,16,74
1__M_Left_little_finger.png,26,51,38
1__M_Left_little_finger.png,272,70,0
1__M_Left_little_finger.png,272,70,0
1__M_Left_little_finger.png,251,76,6
1__M_Left_little_finger.png,242,76,4
1__M_Left_little_finger.png,270,70,0
1__M_Left_middle_finger.png,272,70,0
1__M_Left_middle_finger.png,75,82,72
1__M_Left_middle_finger.png,0,27,61
1__M_Left_middle_finger.png,5,33,35
1__M_Left_middle_finger.png,2,51,50
1__M_Left_middle_finger.png,266,72,3
1__M_Left_middle_finger.png,2,52,103
1__M_Left_middle_finger.png,6,25,55
1__M_Left_middle_finger.png,6,34,53
1__M_Left_middle_finger.png,2,28,54
1__M_Left_middle_finger.png,197,107,17
1__M_Left_middle_finger.png,2,46,110
1__M_Left_middle_finger.png,8,21,53
1__M_Left_middle_finger.png,11,18,15
1__M_Left_middle_finger.png,7,26,33
1__M_Left_middle_finger.png,227,80,18
1__M_Left_middle_finger.png,1,62,127
1__M_Left_middle_finger.png,1,30,70
1__M_Left_middle_finger.png,10,24,47
1__M_Left_middle_finger.png,3,22,66
1__M_Left_middle_finger.png,272,70,0
1__M_Left_middle_finger.png,125,88,58
1__M_Left_middle_finger.png,2,44,113
1__M_Left_middle_finger.png,4,59,88
1__M_Left_middle_finger.png,54,112,43
1__M_Left_ring_finger.png,272,70,0
1__M_Left_ring_finger.png,163,83,39
1__M_Left_ring_finger.png,4,40,106
1__M_Left_ring_finger.png,9,44,113
1__M_Left_ring_finger.png,129,77,46
1__M_Left_ring_finger.png,271,70,0
1__M_Left_ring_finger.png,42,96,74
1__M_Left_ring_finger.png,1,35,88
1__M_Left_ring_finger.png,2,22,93
1__M_Left_ring_finger.png,8,22,23
1__M_Left_ring_finger.png,228,90,5
1__M_Left_ring_finger.png,4,116,97
1__M_Left_ring_finger.png,0,37,119
1__M_Left_ring_finger.png,6,37,51
1__M_Left_ring_finger.png,10,18,12
1__M_Left_ring_finger.png,261,72,5
1__M_Left_ring_finger.png,34,116,101
1__M_Left_ring_finger.png,0,36,113
1__M_Left_ring_finger.png,3,24,78
1__M_Left_ring_finger.png,7,36,34
1__M_Left_ring_finger.png,272,70,0
1__M_Left_ring_finger.png,193,86,28
1__M_Left_ring_finger.png,3,67,100
1__M_Left_ring_finger.png,25,62,77
1__M_Left_ring_finger.png,183,72,12
1__M_Left_thumb_finger.png,272,70,0
1__M_Left_thumb_finger.png,151,99,37
1__M_Left_thumb_finger.png,1,92,98
1__M_Left_thumb_finger.png,1,86,79
1__M_Left_thumb_finger.png,1,87,87
1__M_Left_thumb_finger.png,258,78,1
1__M_Left_thumb_finger.png,25,114,72
1__M_Left_thumb_finger.png,3,55,102
1__M_Left_thumb_finger.png,0,35,110
1__M_Left_thumb_finger.png,2,33,58
1__M_Left_thumb_finger.png,181,105,26
1__M_Left_thumb_finger.png,0,90,98
1__M_Left_thumb_finger.png,2,67,99
1__M_Left_thumb_finger.png,0,34,106
1__M_Left_thumb_finger.png,8,18,42
1__M_Left_thumb_finger.png,174,99,32
1__M_Left_thumb_finger.png,8,88,89
1__M_Left_thumb_finger.png,0,70,80
1__M_Left_thumb_finger.png,1,63,82
1__M_Left_thumb_finger.png,4,36,47
1__M_Left_thumb_finger.png,271,70,0
1__M_Left_thumb_finger.png,88,128,50
1__M_Left_thumb_finger.png,1,82,74
1__M_Left_thumb_finger.png,1,58,96
1__M_Left_thumb_finger.png,0,35,88
200__M_Left_index_finger.png,272,70,0
200__M_Left_index_finger.png,206,83,26
200__M_Left_index_finger.png,107,71,67
200__M_Left_index_finger.png,113,74,41
200__M_Left_index_finger.png,173,75,29
200__M_Left_index_finger.png,252,76,6
200__M_Left_index_finger.png,18,83,103
200__M_Left_index_finger.png,4,30,52
200__M_Left_index_finger.png,4,37,44
200__M_Left_index_finger.png,15,78,19
200__M_Left_index_finger.png,238,80,10
200__M_Left_index_finger.png,1,84,91
200__M_Left_index_finger.png,3,34,26
200__M_Left_index_finger.png,8,34,19
200__M_Left_index_finger.png,5,50,37
200__M_Left_index_finger.png,255,70,7
200__M_Left_index_finger.png,6,124,87
200__M_Left_index_finger.png,7,23,59
200__M_Left_index_finger.png,6,47,39
200__M_Left_index_finger.png,18,90,48
200__M_Left_index_finger.png,272,70,0
200__M_Left_index_finger.png,212,82,22
200__M_Left_index_finger.png,174,68,27
200__M_Left_index_finger.png,224,74,10
200__M_Left_index_finger.png,270,70,0
200__M_Left_little_finger.png,272,70,0
200__M_Left_little_finger.png,263,68,4
200__M_Left_little_finger.png,188,72,7
200__M_Left_little_finger.png,158,68,8
200__M_Left_little_finger.png,194,76,24
200__M_Left_little_finger.png,272,70,0
200__M_Left_little_finger.png,57,69,66
200__M_Left_little_finger.png,8,25,42
200__M_Left_little_finger.png,9,35,26
200__M_Left_little_finger.png,11,41,24
200__M_Left_little_finger.png,272,70,0
200__M_Left_little_finger.png,40,119,44
200__M_Left_little_finger.png,4,44,39
200__M_Left_little_finger.png,14,24,14
200__M_Left_little_finger.png,9,26,15
200__M_Left_little_finger.png,272,70,0
200__M_Left_little_finger.png,110,108,40
200__M_Left_little_finger.png,2,41,82
200__M_Left_little_finger.png,10,30,34
200__M_Left_little_finger.png,8,22,15
200__M_Left_little_finger.png,272,70,0
200__M_Left_little_finger.png,272,70,0
200__M_Left_little_finger.png,269,70,1
