filename,start_points,connection_points,branch_points
10__M_Left_middle_finger.png,10,98,57
10__M_Left_middle_finger.png,0,61,48
10__M_Left_middle_finger.png,0,20,64
10__M_Left_middle_finger.png,6,18,28
10__M_Left_middle_finger.png,6,26,21
10__M_Left_middle_finger.png,71,98,18
10__M_Left_middle_finger.png,0,110,40
10__M_Left_middle_finger.png,2,52,44
10__M_Left_middle_finger.png,2,30,45
10__M_Left_middle_finger.png,4,19,20
10__M_Left_middle_finger.png,5,16,12
10__M_Left_middle_finger.png,94,99,12
10__M_Left_middle_finger.png,7,80,70
10__M_Left_middle_finger.png,0,40,65
10__M_Left_middle_finger.png,0,22,65
10__M_Left_middle_finger.png,3,33,31
10__M_Left_middle_finger.png,1,21,25
10__M_Left_middle_finger.png,134,74,4
10__M_Left_middle_finger.png,1,82,68
10__M_Left_middle_finger.png,0,56,64
10__M_Left_middle_finger.png,1,33,57
10__M_Left_middle_finger.png,2,27,42
10__M_Left_middle_finger.png,2,26,30
10__M_Left_middle_finger.png,169,56,0
10__M_Left_middle_finger.png,77,100,19
10__M_Left_middle_finger.png,6,108,41
10__M_Left_middle_finger.png,0,56,61
10__M_Left_middle_finger.png,0,53,37
10__M_Left_middle_finger.png,3,40,35
10__M_Left_ring_finger.png,169,56,0
10__M_Left_ring_finger.png,169,56,0
10__M_Left_ring_finger.png,88,78,20
10__M_Left_ring_finger.png,40,72,30
10__M_Left_ring_finger.png,28,76,46
10__M_Left_ring_finger.png,20,94,45
10__M_Left_ring_finger.png,162,56,5
10__M_Left_ring_finger.png,27,92,51
10__M_Left_ring_finger.png,3,55,63
10__M_Left_ring_finger.png,1,33,55
10__M_Left_ring_finger.png,1,23,46
10__M_Left_ring_finger.png,4,34,34
10__M_Left_ring_finger.png,111,80,13
10__M_Left_ring_finger.png,2,64,63
10__M_Left_ring_finger.png,1,40,42
10__M_Left_ring_finger.png,5,30,14
10__M_Left_ring_finger.png,6,24,20
10__M_Left_ring_finger.png,2,30,24
10__M_Left_ring_finger.png,90,92,22
10__M_Left_ring_finger.png,0,90,60
10__M_Left_ring_finger.png,1,39,43
10__M_Left_ring_finger.png,6,28,12
10__M_Left_ring_finger.png,3,26,25
10__M_Left_ring_finger.png,1,30,24
10__M_Left_ring_finger.png,104,88,15
10__M_Left_ring_finger.png,0,70,72
10__M_Left_ring_finger.png,2,29,58
10__M_Left_ring_finger.png,6,21,25
10__M_Left_ring_finger.png,5,16,25
10__M_Left_ring_finger.png,2,32,44
10__M_Left_ring_finger.png,156,62,5
10__M_Left_ring_finger.png,22,84,57
10__M_Left_ring_finger.png,1,58,64
10__M_Left_ring_finger.png,0,25,67
10__M_Left_ring_finger.png,0,46,41
10__M_Left_ring_finger.png,6,71,69
10__M_Left_thumb_finger.png,169,56,0
10__M_Left_thumb_finger.png,115,82,10
10__M_Left_thumb_finger.png,40,96,25
10__M_Left_thumb_finger.png,35,110,19
10__M_Left_thumb_finger.png,19,96,47
10__M_Left_thumb_finger.png,7,56,57
10__M_Left_thumb_finger.png,136,70,7
10__M_Left_thumb_finger.png,31,106,29
10__M_Left_thumb_finger.png,1,102,30
10__M_Left_thumb_finger.png,3,100,23
10__M_Left_thumb_finger.png,1,81,39
10__M_Left_thumb_finger.png,1,42,47
10__M_Left_thumb_finger.png,82,92,17
10__M_Left_thumb_finger.png,12,118,26
10__M_Left_thumb_finger.png,2,98,37
10__M_Left_thumb_finger.png,1,85,34
10__M_Left_thumb_finger.png,7,58,50
10__M_Left_thumb_finger.png,3,35,44
10__M_Left_thumb_finger.png,85,90,23
10__M_Left_thumb_finger.png,8,94,63
10__M_Left_thumb_finger.png,0,69,63
10__M_Left_thumb_finger.png,0,72,52
10__M_Left_thumb_finger.png,4,63,48
10__M_Left_thumb_finger.png,3,51,40
10__M_Left_thumb_finger.png,111,82,18
10__M_Left_thumb_finger.png,19,116,34
10__M_Left_thumb_finger.png,1,114,36
10__M_Left_thumb_finger.png,9,102,23
10__M_Left_thumb_finger.png,4,66,46
10__M_Left_thumb_finger.png,1,54,49
10__M_Left_thumb_finger.png,169,56,0
10__M_Left_thumb_finger.png,82,102,9
10__M_Left_thumb_finger.png,18,129,13
10__M_Left_thumb_finger.png,9,107,25
10__M_Left_thumb_finger.png,5,94,43
10__M_Left_thumb_finger.png,1,84,46
11__M_Left_index_finger.png,156,55,7
11__M_Left_index_finger.png,72,64,42
11__M_Left_index_finger.png,30,55,53
11__M_Left_index_finger.png,2,34,67
11__M_Left_index_finger.png,2,41,55
11__M_Left_index_finger.png,9,78,40
11__M_Left_index_finger.png,53,81,46
11__M_Left_index_finger.png,1,39,65
11__M_Left_index_finger.png,2,25,64
11__M_Left_index_finger.png,1,15,63
11__M_Left_index_finger.png,0,26,57
11__M_Left_index_finger.png,2,36,57
11__M_Left_index_finger.png,43,71,44
11__M_Left_index_finger.png,0,28,70
11__M_Left_index_finger.png,1,16,72
11__M_Left_index_finger.png,2,16,46
11__M_Left_index_finger.png,1,28,50
11__M_Left_index_finger.png,0,26,53
11__M_Left_index_finger.png,68,84,27
11__M_Left_index_finger.png,0,31,63
11__M_Left_index_finger.png,1,38,45
11__M_Left_index_finger.png,3,16,42
11__M_Left_index_finger.png,6,21,26
11__M_Left_index_finger.png,11,15,27
11__M_Left_index_finger.png,128,65,15
11__M_Left_index_finger.png,4,52,58
11__M_Left_index_finger.png,8,36,50
11__M_Left_index_finger.png,3,22,40
11__M_Left_index_finger.png,0,36,52
11__M_Left_index_finger.png,1,58,37
11__M_Left_index_finger.png,169,56,0
11__M_Left_index_finger.png,168,56,0
11__M_Left_index_finger.png,124,64,15
11__M_Left_index_finger.png,80,58,21
11__M_Left_index_finger.png,51,79,26
11__M_Left_index_finger.png,68,70,27
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,142,72,4
11__M_Left_little_finger.png,0,27,103
11__M_Left_little_finger.png,1,24,67
11__M_Left_little_finger.png,1,26,73
11__M_Left_little_finger.png,24,68,45
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,74,77,32
11__M_Left_little_finger.png,0,49,76
11__M_Left_little_finger.png,0,30,42
11__M_Left_little_finger.png,0,31,50
11__M_Left_little_finger.png,1,22,51
11__M_Left_little_finger.png,155,60,5
11__M_Left_little_finger.png,14,93,61
11__M_Left_little_finger.png,1,24,77
11__M_Left_little_finger.png,0,21,58
11__M_Left_little_finger.png,1,24,42
11__M_Left_little_finger.png,4,21,55
11__M_Left_little_finger.png,163,54,6
11__M_Left_little_finger.png,39,60,71
11__M_Left_little_finger.png,0,34,71
11__M_Left_little_finger.png,0,30,62
11__M_Left_little_finger.png,3,44,49
11__M_Left_little_finger.png,0,29,54
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,122,60,18
11__M_Left_little_finger.png,91,50,29
11__M_Left_little_finger.png,102,57,21
11__M_Left_little_finger.png,134,54,14
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,169,56,0
11__M_Left_little_finger.png,169,56,0
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,100,64,7
11__M_Left_middle_finger.png,3,17,49
11__M_Left_middle_finger.png,5,18,19
11__M_Left_middle_finger.png,1,40,54
11__M_Left_middle_finger.png,0,44,53
11__M_Left_middle_finger.png,168,56,0
11__M_Left_middle_finger.png,3,51,52
11__M_Left_middle_finger.png,8,20,6
11__M_Left_middle_finger.png,10,10,2
11__M_Left_middle_finger.png,0,19,41
11__M_Left_middle_finger.png,0,36,55
11__M_Left_middle_finger.png,167,56,0
11__M_Left_middle_finger.png,0,46,72
11__M_Left_middle_finger.png,0,23,34
11__M_Left_middle_finger.png,3,13,37
11__M_Left_middle_finger.png,6,12,13
11__M_Left_middle_finger.png,0,24,46
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,15,58,75
11__M_Left_middle_finger.png,0,22,53
11__M_Left_middle_finger.png,8,6,2
11__M_Left_middle_finger.png,4,12,5
11__M_Left_middle_finger.png,1,28,24
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,144,61,8
11__M_Left_middle_finger.png,30,50,44
11__M_Left_middle_finger.png,11,18,5
11__M_Left_middle_finger.png,4,22,17
11__M_Left_middle_finger.png,6,47,41
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,169,56,0
11__M_Left_middle_finger.png,169,56,0
11__M_Left_ring_finger.png,169,56,0
11__M_Left_ring_finger.png,150,62,4
11__M_Left_ring_finger.png,11,40,80
11__M_Left_ring_finger.png,0,30,76
11__M_Left_ring_finger.png,0,36,65
11__M_Left_ring_finger.png,0,29,63
11__M_Left_ring_finger.png,169,56,0
11__M_Left_ring_finger.png,81,92,20
11__M_Left_ring_finger.png,2,27,67
11__M_Left_ring_finger.png,2,22,45
11__M_Left_ring_finger.png,0,21,59
11__M_Left_ring_finger.png,1,22,65
11__M_Left_ring_finger.png,165,58,0
11__M_Left_ring_finger.png,35,96,44
11__M_Left_ring_finger.png,4,26,46
11__M_Left_ring_finger.png,2,18,41
11__M_Left_ring_finger.png,0,31,53
11__M_Left_ring_finger.png,1,17,66
11__M_Left_ring_finger.png,169,56,0
11__M_Left_ring_finger.png,34,89,54
11__M_Left_ring_finger.png,0,26,77
11__M_Left_ring_finger.png,0,29,70
11__M_Left_ring_finger.png,0,37,50
11__M_Left_ring_finger.png,2,36,44
11__M_Left_ring_finger.png,169,56,0
11__M_Left_ring_finger.png,139,60,12
11__M_Left_ring_finger.png,4,33,67
11__M_Left_ring_finger.png,1,27,55
11__M_Left_ring_finger.png,0,39,57
11__M_Left_ring_finger.png,4,91,32
11__M_Left_ring_finger.png,169,56,0
11__M_Left_ring_finger.png,169,56,0
11__M_Left_ring_finger.png,163,56,0
11__M_Left_ring_finger.png,151,58,4
11__M_Left_ring_finger.png,150,58,3
11__M_Left_ring_finger.png,169,56,0
11__M_Left_thumb_finger.png,169,56,0
11__M_Left_thumb_finger.png,169,56,0
11__M_Left_thumb_finger.png,113,78,12
11__M_Left_thumb_finger.png,72,92,17
11__M_Left_thumb_finger.png,21,86,47
11__M_Left_thumb_finger.png,3,102,36
11__M_Left_thumb_finger.png,166,58,0
11__M_Left_thumb_finger.png,24,110,41
11__M_Left_thumb_finger.png,2,92,55
11__M_Left_thumb_finger.png,11,69,69
11__M_Left_thumb_finger.png,0,38,77
11__M_Left_thumb_finger.png,0,40,67
11__M_Left_thumb_finger.png,126,84,6
11__M_Left_thumb_finger.png,19,103,58
11__M_Left_thumb_finger.png,0,77,64
11__M_Left_thumb_finger.png,1,35,82
11__M_Left_thumb_finger.png,0,17,72
11__M_Left_thumb_finger.png,1,16,44
11__M_Left_thumb_finger.png,104,86,18
11__M_Left_thumb_finger.png,16,102,57
11__M_Left_thumb_finger.png,0,35,99
11__M_Left_thumb_finger.png,3,33,71
11__M_Left_thumb_finger.png,9,17,39
11__M_Left_thumb_finger.png,2,21,22
11__M_Left_thumb_finger.png,145,64,10
11__M_Left_thumb_finger.png,21,93,51
11__M_Left_thumb_finger.png,0,68,61
11__M_Left_thumb_finger.png,0,40,50
11__M_Left_thumb_finger.png,2,21,51
11__M_Left_thumb_finger.png,2,19,35
11__M_Left_thumb_finger.png,169,56,0
11__M_Left_thumb_finger.png,114,94,5
11__M_Left_thumb_finger.png,5,76,54
11__M_Left_thumb_finger.png,1,24,79
11__M_Left_thumb_finger.png,1,25,53
11__M_Left_thumb_finger.png,2,28,23
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,137,62,11
12__M_Left_index_finger.png,50,54,39
12__M_Left_index_finger.png,27,44,31
12__M_Left_index_finger.png,2,28,46
12__M_Left_index_finger.png,4,20,23
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,13,61,61
12__M_Left_index_finger.png,0,16,66
12__M_Left_index_finger.png,3,18,37
12__M_Left_index_finger.png,1,20,33
12__M_Left_index_finger.png,10,8,2
12__M_Left_index_finger.png,163,60,0
12__M_Left_index_finger.png,1,54,72
12__M_Left_index_finger.png,2,25,64
12__M_Left_index_finger.png,8,22,25
12__M_Left_index_finger.png,8,20,12
12__M_Left_index_finger.png,8,4,0
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,41,80,42
12__M_Left_index_finger.png,2,38,63
12__M_Left_index_finger.png,0,32,54
12__M_Left_index_finger.png,4,20,40
12__M_Left_index_finger.png,12,10,6
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,167,56,0
12__M_Left_index_finger.png,91,72,23
12__M_Left_index_finger.png,39,59,49
12__M_Left_index_finger.png,14,59,53
12__M_Left_index_finger.png,21,54,28
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,169,56,0
12__M_Left_index_finger.png,169,56,0
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,150,56,11
12__M_Left_little_finger.png,11,38,98
12__M_Left_little_finger.png,1,13,88
12__M_Left_little_finger.png,7,29,37
12__M_Left_little_finger.png,2,22,50
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,15,79,65
12__M_Left_little_finger.png,2,29,93
12__M_Left_little_finger.png,1,21,68
12__M_Left_little_finger.png,15,19,11
12__M_Left_little_finger.png,6,35,27
12__M_Left_little_finger.png,160,60,3
12__M_Left_little_finger.png,4,57,80
12__M_Left_little_finger.png,0,20,96
12__M_Left_little_finger.png,3,27,43
12__M_Left_little_finger.png,0,30,29
12__M_Left_little_finger.png,5,24,29
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,66,57,53
12__M_Left_little_finger.png,0,23,87
12__M_Left_little_finger.png,1,23,58
12__M_Left_little_finger.png,0,26,54
12__M_Left_little_finger.png,4,31,25
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,134,59,12
12__M_Left_little_finger.png,82,54,38
12__M_Left_little_finger.png,74,51,34
12__M_Left_little_finger.png,89,54,27
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,169,56,0
12__M_Left_little_finger.png,169,56,0
12__M_Left_middle_finger.png,169,56,0
12__M_Left_middle_finger.png,133,68,8
12__M_Left_middle_finger.png,63,53,26
12__M_Left_middle_finger.png,22,50,28
12__M_Left_middle_finger.png,16,48,29
12__M_Left_middle_finger.png,12,51,19
12__M_Left_middle_finger.png,126,58,22
12__M_Left_middle_finger.png,1,46,78
12__M_Left_middle_finger.png,3,24,46
12__M_Left_middle_finger.png,3,18,24
12__M_Left_middle_finger.png,5,16,4
12__M_Left_middle_finger.png,6,4,3
12__M_Left_middle_finger.png,69,63,50
12__M_Left_middle_finger.png,1,61,52
12__M_Left_middle_finger.png,0,23,51
12__M_Left_middle_finger.png,5,16,11
12__M_Left_middle_finger.png,8,8,3
12__M_Left_middle_finger.png,2,0,0
12__M_Left_middle_finger.png,90,74,22
12__M_Left_middle_finger.png,0,54,67
12__M_Left_middle_finger.png,1,22,54
12__M_Left_middle_finger.png,10,18,5
12__M_Left_middle_finger.png,4,10,1
12__M_Left_middle_finger.png,5,4,0
12__M_Left_middle_finger.png,160,64,0
12__M_Left_middle_finger.png,8,44,85
12__M_Left_middle_finger.png,3,17,66
12__M_Left_middle_finger.png,8,22,20
12__M_Left_middle_finger.png,11,14,6
12__M_Left_middle_finger.png,6,16,5
12__M_Left_middle_finger.png,169,56,0
12__M_Left_middle_finger.png,147,60,9
12__M_Left_middle_finger.png,76,51,31
12__M_Left_middle_finger.png,41,48,49
12__M_Left_middle_finger.png,31,52,28
12__M_Left_middle_finger.png,31,62,19
12__M_Left_ring_finger.png,169,56,0
12__M_Left_ring_finger.png,169,56,0
12__M_Left_ring_finger.png,134,59,13
12__M_Left_ring_finger.png,92,56,24
12__M_Left_ring_finger.png,79,51,31
12__M_Left_ring_finger.png,106,59,20
12__M_Left_ring_finger.png,169,56,0
12__M_Left_ring_finger.png,104,58,29
12__M_Left_ring_finger.png,2,20,57
12__M_Left_ring_finger.png,11,22,21
12__M_Left_ring_finger.png,4,18,43
12__M_Left_ring_finger.png,4,23,34
12__M_Left_ring_finger.png,169,56,0
12__M_Left_ring_finger.png,19,51,65
12__M_Left_ring_finger.png,4,31,30
12__M_Left_ring_finger.png,15,10,6
12__M_Left_ring_finger.png,13,12,3
12__M_Left_ring_finger.png,8,33,9
12__M_Left_ring_finger.png,169,56,0
12__M_Left_ring_finger.png,1,48,65
12__M_Left_ring_finger.png,2,27,46
12__M_Left_ring_finger.png,10,26,6
12__M_Left_ring_finger.png,6,24,16
12__M_Left_ring_finger.png,11,26,7
12__M_Left_ring_finger.png,169,56,0
12__M_Left_ring_finger.png,27,51,57
12__M_Left_ring_finger.png,1,22,43
12__M_Left_ring_finger.png,3,22,25
12__M_Left_ring_finger.png,6,20,29
12__M_Left_ring_finger.png,4,23,58
12__M_Left_ring_finger.png,169,56,0
12__M_Left_ring_finger.png,147,55,12
12__M_Left_ring_finger.png,4,43,52
12__M_Left_ring_finger.png,7,32,46
12__M_Left_ring_finger.png,16,60,38
12__M_Left_ring_finger.png,78,71,27
12__M_Left_thumb_finger.png,169,56,0
12__M_Left_thumb_finger.png,169,56,0
12__M_Left_thumb_finger.png,126,74,2
12__M_Left_thumb_finger.png,54,88,23
12__M_Left_thumb_finger.png,24,92,31
12__M_Left_thumb_finger.png,2,38,72
12__M_Left_thumb_finger.png,169,56,0
12__M_Left_thumb_finger.png,72,96,19
12__M_Left_thumb_finger.png,0,71,50
12__M_Left_thumb_finger.png,2,40,65
12__M_Left_thumb_finger.png,0,20,74
12__M_Left_thumb_finger.png,4,22,54
12__M_Left_thumb_finger.png,152,59,9
12__M_Left_thumb_finger.png,0,65,69
12__M_Left_thumb_finger.png,0,35,77
12__M_Left_thumb_finger.png,1,29,58
12__M_Left_thumb_finger.png,5,29,44
12__M_Left_thumb_finger.png,3,21,40
12__M_Left_thumb_finger.png,142,57,12
12__M_Left_thumb_finger.png,1,27,82
12__M_Left_thumb_finger.png,1,48,47
12__M_Left_thumb_finger.png,2,20,57
12__M_Left_thumb_finger.png,2,27,44
12__M_Left_thumb_finger.png,6,11,18
12__M_Left_thumb_finger.png,164,58,0
12__M_Left_thumb_finger.png,2,41,69
12__M_Left_thumb_finger.png,0,32,65
12__M_Left_thumb_finger.png,1,36,50
12__M_Left_thumb_finger.png,2,36,39
12__M_Left_thumb_finger.png,5,23,23
12__M_Left_thumb_finger.png,169,56,0
12__M_Left_thumb_finger.png,61,70,41
12__M_Left_thumb_finger.png,0,42,45
12__M_Left_thumb_finger.png,1,43,46
12__M_Left_thumb_finger.png,1,41,50
12__M_Left_thumb_finger.png,23,70,35
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,48,90,30
17__M_Left_index_finger.png,2,46,47
17__M_Left_index_finger.png,3,35,27
17__M_Left_index_finger.png,13,46,6
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,118,78,7
17__M_Left_index_finger.png,3,62,44
17__M_Left_index_finger.png,1,19,28
17__M_Left_index_finger.png,5,17,10
17__M_Left_index_finger.png,6,13,8
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,97,86,16
17__M_Left_index_finger.png,3,40,32
17__M_Left_index_finger.png,2,18,18
17__M_Left_index_finger.png,4,26,18
17__M_Left_index_finger.png,3,6,8
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,76,98,10
17__M_Left_index_finger.png,1,43,55
17__M_Left_index_finger.png,1,21,56
17__M_Left_index_finger.png,2,18,38
17__M_Left_index_finger.png,4,18,16
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,126,74,10
17__M_Left_index_finger.png,1,46,61
17__M_Left_index_finger.png,0,23,63
17__M_Left_index_finger.png,0,35,39
17__M_Left_index_finger.png,0,50,26
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,169,56,0
17__M_Left_index_finger.png,166,58,0
17__M_Left_index_finger.png,148,60,6
17__M_Left_index_finger.png,147,58,10
17__M_Left_index_finger.png,169,56,0
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,149,56,9
17__M_Left_little_finger.png,81,66,24
17__M_Left_little_finger.png,45,53,30
17__M_Left_little_finger.png,22,42,9
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,164,56,0
17__M_Left_little_finger.png,13,39,23
17__M_Left_little_finger.png,3,20,24
17__M_Left_little_finger.png,6,19,33
17__M_Left_little_finger.png,11,14,8
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,125,56,16
17__M_Left_little_finger.png,3,30,29
17__M_Left_little_finger.png,0,25,31
17__M_Left_little_finger.png,4,10,4
17__M_Left_little_finger.png,8,0,0
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,123,54,16
17__M_Left_little_finger.png,1,32,35
17__M_Left_little_finger.png,3,16,38
17__M_Left_little_finger.png,4,12,23
17__M_Left_little_finger.png,4,12,10
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,164,56,1
17__M_Left_little_finger.png,7,32,24
17__M_Left_little_finger.png,2,21,22
17__M_Left_little_finger.png,1,14,15
17__M_Left_little_finger.png,8,6,0
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,169,56,0
17__M_Left_little_finger.png,148,58,3
17__M_Left_little_finger.png,74,51,19
17__M_Left_little_finger.png,57,54,14
17__M_Left_little_finger.png,83,52,8
17__M_Left_middle_finger.png,169,56,0
17__M_Left_middle_finger.png,169,56,0
17__M_Left_middle_finger.png,67,78,22
17__M_Left_middle_finger.png,41,61,38
17__M_Left_middle_finger.png,49,54,11
17__M_Left_middle_finger.png,112,61,2
17__M_Left_middle_finger.png,169,56,0
17__M_Left_middle_finger.png,135,66,9
17__M_Left_middle_finger.png,0,46,55
17__M_Left_middle_finger.png,0,18,41
17__M_Left_middle_finger.png,6,10,13
17__M_Left_middle_finger.png,4,14,6
17__M_Left_middle_finger.png,169,56,0
17__M_Left_middle_finger.png,83,80,26
17__M_Left_middle_finger.png,3,23,50
17__M_Left_middle_finger.png,3,26,15
17__M_Left_middle_finger.png,4,26,11
17__M_Left_middle_finger.png,3,13,17
17__M_Left_middle_finger.png,169,56,0
17__M_Left_middle_finger.png,58,80,15
17__M_Left_middle_finger.png,3,25,32
17__M_Left_middle_finger.png,3,25,34
17__M_Left_middle_finger.png,5,10,13
17__M_Left_middle_finger.png,4,22,25
17__M_Left_middle_finger.png,169,56,0
17__M_Left_middle_finger.png,106,68,24
17__M_Left_middle_finger.png,3,20,37
17__M_Left_middle_finger.png,4,8,37
17__M_Left_middle_finger.png,10,14,16
17__M_Left_middle_finger.png,5,24,12
17__M_Left_middle_finger.png,169,56,0
17__M_Left_middle_finger.png,165,56,0
17__M_Left_middle_finger.png,48,56,32
17__M_Left_middle_finger.png,28,52,18
17__M_Left_middle_finger.png,51,56,20
17__M_Left_middle_finger.png,99,52,10
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,159,56,0
17__M_Left_ring_finger.png,24,51,31
17__M_Left_ring_finger.png,4,22,34
17__M_Left_ring_finger.png,7,18,11
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,63,57,14
17__M_Left_ring_finger.png,3,22,11
17__M_Left_ring_finger.png,4,14,15
17__M_Left_ring_finger.png,2,4,4
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,11,48,8
17__M_Left_ring_finger.png,3,14,9
17__M_Left_ring_finger.png,2,2,1
17__M_Left_ring_finger.png,2,0,0
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,169,56,0
17__M_Left_ring_finger.png,18,50,11
17__M_Left_ring_finger.png,5,18,12
17__M_Left_ring_finger.png,6,6,6
17__M_Left_ring_finger.png,3,2,5
17__M_Left_ring_finger.png,169,56,0
